,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,total_acc,open_acc,pct_tl_nvr_dlq,pub_rec_bankruptcies,total_bal_ex_mort
161364,10.42%,15000,75000,6.93,0,10,7,100,0,16683
213724,24.85%,15000,47000,14.04,0,12,10,100,0,20750
9019,13.99%,15000,47000,25.31,0,28,12,85,0,41032
72080,26.30%,33000,120000,23.37,0,22,18,100,0,81234
189052,19.42%,10000,93600,7.22,0,20,3,100,0,49253
175494,28.72%,35000,96928,23.78,0,22,11,94,0,72524
149708,24.85%,30000,150000,10.58,0,15,11,93,1,50007
222721,8.08%,1200,32000,14.55,0,23,10,95,1,11270
150720,6.08%,30000,185000,17.86,0,39,18,97,0,87161
11964,7.49%,7000,40000,21.48,0,12,11,100,0,21252
54713,15.05%,16000,90000,8.62,0,14,13,100,0,31346
174455,10.91%,5000,65000,7.59,0,10,8,100,0,16228
197281,15.05%,23500,80000,27.38,0,33,22,97,0,78061
53333,15.05%,22000,52000,27.46,0,16,13,100,0,32458
53922,16.02%,3000,54694,25.4,0,14,10,100,0,45510
253985,25.81%,10000,91345,9.63,1,23,6,78,0,80561
68974,29.69%,12000,40000,29.76,3,19,7,78,0,40021
65263,13.59%,7200,100000,13.25,0,9,7,100,1,54608
246277,18.94%,5600,45670,26.31,0,27,22,100,0,18400
4319,16.99%,21000,170000,24.51,0,35,21,100,0,192436
174117,16.02%,24000,47500,32.92,0,24,23,91,1,92416
24902,26.24%,5600,41500,27.76,0,15,7,93,1,11280
166513,9.44%,18000,114000,13.24,0,28,13,96,0,105938
115715,17.09%,24000,57600,12.96,0,21,12,95,0,20403
96218,11.39%,12800,118000,11.3,0,9,6,88,0,43555
219723,15.49%,25000,60000,25.14,0,17,7,62,0,62424
113418,11.99%,13000,36781,12.43,0,7,5,100,1,9549
52692,16.02%,20000,98000,27.61,0,27,10,81,0,64496
33903,7.99%,13500,50000,15.64,0,16,8,93,0,25725
197529,11.98%,20000,80000,18.21,0,61,29,96,0,97001
134864,19.03%,32100,100400,28.75,0,20,7,100,0,80240
231918,16.01%,8000,21000,37.2,0,11,7,100,0,24994
11835,14.99%,10000,40000,23.43,0,10,10,100,1,38985
181411,7.97%,8000,41000,28.1,0,19,7,84,0,38645
135894,25.82%,30000,35000,28.43,0,14,7,100,0,29520
180619,10.91%,16500,41000,46.6,0,20,10,100,1,65699
38372,15.99%,4925,52000,12.92,0,19,9,89,0,20416
131438,5.32%,10000,60000,14.7,0,16,12,100,0,20143
48463,16.99%,9000,96000,9.31,0,50,21,95,0,25250
15214,15.99%,16000,60000,1.58,0,10,4,77,1,3840
92617,6.99%,20000,160000,24.2,0,32,19,100,0,122064
32990,14.99%,3000,75000,2.67,2,9,6,77,0,4023
162798,11.99%,3600,50000,35.12,0,25,11,100,0,71754
83832,11.44%,3500,80000,11.58,0,29,20,100,0,21455
26034,14.99%,8000,55000,24.44,5,22,9,68,0,58096
244480,13.56%,5000,46000,21.89,10,35,19,68,0,75888
125286,7.21%,7000,38000,14.94,0,13,5,100,0,13395
230106,14.07%,14000,55000,32.53,0,27,12,100,0,49429
10848,5.32%,29100,180000,19.16,0,41,14,100,0,141719
151934,7.35%,6000,45000,23.92,0,11,6,100,0,48581
65316,11.99%,2400,40000,11.76,1,10,9,90,0,15916
226803,21.85%,10000,17300,63.08,0,13,10,84,0,24079
219903,16.46%,5000,45000,25.81,1,41,22,87,0,80871
111204,15.05%,34000,85000,19.07,0,24,8,100,1,51521
249896,7.21%,10000,78000,11.02,1,16,7,87,0,85456
30306,13.99%,35000,142000,16.02,0,30,15,100,0,85065
7389,16.99%,28000,160000,11.59,0,27,11,96,1,80350
126333,14.08%,10000,75000,8.13,0,36,25,97,0,101394
187122,7.97%,12000,38500,16.95,0,17,10,100,0,40613
67330,26.30%,21125,60000,15.98,0,24,16,100,0,26851
149865,13.59%,4000,34000,22.63,0,13,8,100,1,10653
135249,19.03%,3025,31000,13.3,0,23,11,100,2,9078
37682,12.74%,16000,95000,9.44,0,27,10,100,0,40161
205219,15.05%,18000,50000,18.63,0,53,11,100,0,120400
262828,10.08%,30000,110000,4.94,0,11,4,100,0,16862
124092,10.42%,7500,40000,10.44,0,9,2,100,0,7634
126371,14.08%,32000,277070,14.96,0,22,11,90,0,319948
94508,12.74%,35000,104000,10.94,0,15,13,100,0,25133
241580,10.47%,2400,77000,4.88,0,45,10,97,1,30675
60006,14.08%,10000,47500,7.05,0,7,5,100,0,9744
32153,5.32%,8000,100000,14.27,0,31,13,100,0,50128
121224,7.35%,10000,55000,5.21,0,48,17,100,0,154586
40059,15.99%,12000,52000,22.21,0,9,7,100,0,45924
254457,6.46%,11000,75000,27.44,0,29,10,89,0,171134
242200,6.67%,6000,71100,14.73,0,26,12,96,0,30851
118655,7.21%,12800,180000,13.79,0,23,14,95,0,54633
210978,12.62%,25000,100000,3.44,0,24,9,95,0,15140
200694,18.06%,2500,12000,23.8,0,31,14,100,0,4670
160047,12.62%,16000,57000,32.82,0,60,24,100,0,52504
18372,8.24%,10000,27000,9.12,1,20,12,95,0,10133
172421,15.05%,20000,48000,20.6,0,19,16,100,0,29344
171160,25.82%,7200,64000,19.37,0,31,6,100,0,77950
116419,14.08%,10000,78000,2.09,1,18,8,86,1,3215
135960,12.62%,2600,15000,29.6,1,5,3,80,0,11408
169059,9.44%,10000,50000,18.8,0,17,10,100,0,28609
187748,30.65%,28000,63000,6.1,6,20,11,68,0,18970
114597,9.93%,7000,55000,25.77,0,26,14,96,0,30564
32743,18.99%,20000,70000,20.57,0,28,14,92,0,52920
208844,6.72%,16000,95000,11.86,0,18,10,88,0,22826
212929,14.08%,25000,85000,29.03,1,46,24,97,0,157718
130981,14.08%,20000,40000,5.61,0,28,10,100,1,7879
259928,6.11%,4800,70000,11.28,0,19,10,94,0,17875
45645,25.49%,18175,44000,22.8,0,25,7,100,0,24984
58633,11.99%,10000,52000,19.78,0,19,9,100,0,125082
182128,10.91%,15000,99000,30.07,1,28,11,75,0,123522
32419,11.39%,4800,46000,7.33,0,12,7,90,0,6449
203867,15.05%,6000,33000,4.44,0,12,5,100,2,3114
93516,8.24%,6000,80000,7.8,0,36,7,83,0,18660
189770,10.41%,8000,65000,19.61,0,22,7,95,0,76033
203596,7.97%,30000,115000,7.92,0,11,8,90,0,14793
57678,11.99%,6000,80000,18.36,0,28,22,100,0,69950
75352,13.59%,6000,75250,17.27,0,12,6,100,0,45143
170238,19.03%,30000,125000,8.84,2,18,6,38,0,21739
49272,13.49%,6000,76000,9.84,2,13,8,84,0,26386
71,18.99%,29000,58000,28.92,0,35,16,100,0,55014
219407,6.19%,24000,150000,1.93,0,13,4,100,0,9735
22974,23.99%,16000,125000,19.27,0,17,11,100,0,71234
174401,12.62%,10000,69400,11.92,0,27,16,100,1,29743
23290,16.99%,12000,70000,21.6,0,36,15,97,1,50413
52904,5.32%,16000,95000,20.91,0,21,12,100,0,42586
82703,18.99%,24000,26000,10.2,0,4,2,100,0,6674
22861,11.49%,12000,56000,17.67,0,12,12,90,1,18015
72154,7.35%,10000,65000,3.59,0,12,10,100,0,9487
22382,15.99%,18000,93000,20.28,0,29,12,100,1,59718
222251,14.07%,40000,160000,15.42,0,45,33,100,0,71287
158251,17.09%,15000,65000,3.84,0,11,4,90,0,9763
103415,10.91%,6000,103000,9.12,0,8,5,100,0,36108
135137,10.91%,5600,50000,3.91,5,7,5,28,0,3708
37775,16.99%,25000,67000,9.28,1,17,9,94,1,38354
9629,15.99%,22700,47320,29.22,1,22,6,90,0,42011
116530,21.45%,9375,80000,19.86,0,12,5,100,4,59090
239606,7.21%,3000,45000,1.73,0,49,4,98,0,1574
109926,10.91%,4500,63000,22.04,0,13,6,46,0,67225
141333,14.08%,24000,83000,9.95,0,17,3,100,0,31295
40719,18.99%,24000,60000,6.34,0,17,8,94,0,168441
202736,16.02%,18000,48000,27.49,0,10,4,100,0,44316
92628,11.39%,20000,108500,17.44,0,19,13,89,1,27149
228854,20.39%,3200,150000,30.11,0,26,14,100,0,214080
70740,25.82%,6000,38623,10.1,0,24,11,100,1,8215
247379,16.14%,20000,49000,34.04,0,33,21,100,0,32580
90566,16.99%,2400,40000,5.25,0,17,4,100,0,6944
239576,26.31%,1000,53000,11.82,1,32,7,96,0,42172
19841,11.44%,5000,68520,7.69,0,16,7,100,0,10249
223017,5.31%,10000,95000,8.64,0,20,6,100,0,18939
174192,25.82%,35000,95000,19.79,0,25,10,100,0,121752
7557,13.99%,20650,45000,15.57,0,8,6,100,0,16300
224772,10.07%,30000,140000,14.51,1,13,8,100,0,70146
86121,16.99%,14250,177000,25.08,0,26,14,100,0,132031
137564,15.05%,6200,45000,19.52,0,89,12,100,1,25155
178584,9.44%,25000,146000,19.6,0,41,21,100,0,60535
186766,13.59%,10000,60000,32.01,0,19,4,100,0,49171
174612,7.35%,5000,96000,14.19,0,14,9,85,0,44195
163494,10.91%,14000,27000,31.38,0,32,15,100,0,24184
177368,14.08%,10500,39000,27.88,0,35,8,94,0,42988
257153,11.31%,5000,145000,6.83,0,24,8,95,0,34817
59713,14.08%,15000,65000,6.02,0,4,3,100,0,11058
143801,5.32%,3000,22000,14.18,0,18,6,100,0,10305
99379,24.74%,20000,115000,5.69,0,13,9,69,0,23647
137765,9.93%,20000,57000,19.35,0,27,17,100,0,67942
102223,14.08%,15000,90000,12.81,0,20,8,100,0,33227
123968,7.21%,2000,108000,15.58,2,29,12,79,0,31707
40156,13.99%,12000,45000,17.68,0,12,7,100,1,21825
153690,12.62%,40000,95000,2.5,1,22,12,85,0,3532
125684,7.07%,4800,54000,8.79,0,16,10,100,0,22986
232706,10.41%,6000,68345,7.5,0,18,11,100,0,28246
207684,11.99%,20000,60000,8.46,1,24,5,87,0,63450
148736,17.09%,10000,75168,24.51,0,19,8,94,0,49204
142341,15.05%,10400,77388,25.99,0,25,8,100,1,60620
147708,9.93%,19200,87500,7.63,1,43,7,97,0,16807
118950,7.97%,3500,76000,16.11,3,14,9,64,0,105170
224261,12.13%,17600,90000,31.67,0,30,12,100,0,91783
119968,7.97%,12925,93821,20.24,0,30,13,96,0,44718
173587,7.35%,2400,75000,11.39,0,36,8,100,1,30057
29590,11.49%,15000,86000,17.78,0,26,10,100,1,45902
166959,15.05%,6000,26000,48.34,0,24,12,91,0,10897
173665,18.06%,25000,43857,48.17,1,33,20,93,0,39576
257144,16.14%,20500,75000,20.05,0,32,9,96,0,38334
195904,12.62%,2500,45000,1.39,1,16,4,75,0,719
63018,9.93%,40000,115000,21.27,0,24,11,100,0,60145
185747,9.44%,12000,90000,16.35,1,19,14,95,0,67729
28059,7.49%,14000,65000,24.08,0,24,7,91,0,41416
102603,15.05%,12000,86767,12.79,0,28,11,96,0,47276
77400,15.99%,30000,100000,27.07,0,32,20,96,0,68000
87982,7.49%,7200,150000,29.51,0,38,16,97,0,111453
57945,11.99%,11000,30000,13.6,0,25,17,100,0,12523
77378,14.99%,2500,42000,10.97,1,6,3,100,1,10014
80464,15.99%,18000,135000,21.35,0,23,12,100,1,52136
253775,12.73%,2000,38000,8.91,0,6,5,100,0,6407
182248,7.07%,10000,80000,18.99,0,32,21,96,0,53765
62972,9.44%,21000,80000,32.07,0,38,19,100,0,146193
13000,6.99%,20000,65000,10.32,0,13,9,100,0,19777
115492,16.02%,20000,80000,9.0,1,15,9,80,0,91340
9677,7.49%,15000,125000,9.79,1,35,20,94,0,44226
96241,17.99%,14000,43000,29.31,0,34,13,91,0,51205
69191,9.44%,8675,21696,16.7,0,14,7,100,0,11231
221076,16.46%,20000,22000,124.71,0,54,18,100,0,94399
17055,10.49%,30000,145000,11.59,1,33,10,97,0,45585
9374,7.49%,12000,63000,19.03,0,32,17,100,0,45567
156408,7.35%,5000,37900,13.17,1,33,11,78,0,50972
177689,12.62%,30000,105000,8.7,0,14,11,100,1,21839
52455,12.62%,24825,54000,15.31,0,20,9,100,0,86762
236447,10.90%,40000,388000,0.59,0,9,7,88,0,1907
190574,7.96%,8500,42000,21.17,0,20,11,100,0,15941
208533,15.05%,7000,50000,19.25,0,19,13,100,0,47918
5206,13.99%,25600,115000,25.1,0,41,17,87,0,111644
75050,18.99%,13600,50000,34.59,0,23,10,88,2,44627
125788,7.97%,12000,77000,15.34,0,20,8,100,1,43194
235053,20.39%,14800,57000,32.76,0,26,18,100,1,36182
14368,11.44%,25000,64000,6.62,0,18,5,100,0,13760
245023,14.47%,25000,125000,20.65,0,24,12,100,0,83451
131280,16.02%,10000,40000,29.01,0,30,7,100,1,35599
53638,12.62%,8600,46500,21.39,0,16,9,81,1,62244
184719,16.02%,10000,59000,12.69,0,24,19,95,0,399820
32761,16.99%,30000,74574,28.46,0,21,9,90,0,56343
262,5.32%,5000,105000,13.04,0,21,10,100,0,18816
117167,11.99%,5000,41600,13.56,0,11,9,100,0,27562
247801,27.27%,15000,116000,30.63,0,29,13,100,0,128607
190435,9.43%,10000,50000,32.93,0,19,6,84,0,75613
143656,9.44%,35000,130000,6.64,0,25,12,100,0,34031
124588,18.06%,8000,48000,30.83,0,77,40,76,0,129637
175105,13.59%,29400,70000,14.47,0,36,5,100,0,70819
11326,21.49%,32750,145000,26.43,1,22,13,68,0,92739
126444,7.97%,14000,80000,16.83,0,35,12,93,1,42540
214936,26.30%,12000,113000,14.3,0,31,14,83,0,213948
119030,7.35%,6400,102000,11.15,3,29,10,89,0,27908
53397,10.42%,6000,130000,17.1,0,18,9,100,1,72715
262555,24.37%,7000,41000,13.85,2,17,7,87,0,15893
259376,19.92%,6400,40000,19.17,0,17,8,100,0,21695
203923,6.08%,3600,120000,12.94,1,49,22,98,0,143662
128310,15.05%,9600,65000,33.42,0,23,10,91,0,47326
162599,10.42%,4000,30000,10.64,0,12,7,90,0,5612
61147,7.07%,14400,62000,19.38,0,22,11,100,0,43787
173352,9.44%,5000,76000,19.24,2,54,20,79,0,29425
56583,7.97%,6000,35000,16.7,0,19,10,100,1,12541
252724,12.73%,16000,98000,11.46,0,27,9,100,0,17718
110810,15.05%,36000,76000,36.51,0,27,13,100,0,96420
50741,14.99%,35000,165000,27.58,0,31,19,87,0,97646
24443,13.49%,6000,63625,22.22,0,36,17,100,0,35290
230546,14.07%,35000,130000,25.81,0,38,23,100,0,79026
25989,12.74%,6000,34000,4.91,0,6,5,100,1,3534
127825,7.21%,1000,62000,24.53,0,39,16,100,0,62021
144262,7.07%,10000,150000,23.38,0,36,18,100,0,129521
93478,22.74%,12000,90000,22.64,0,29,13,100,0,47437
119230,15.05%,16000,91500,13.89,1,36,17,97,0,34319
214947,11.99%,5700,65000,25.5,0,20,17,100,0,29886
93467,10.49%,16000,75000,11.5,4,39,16,79,0,29829
23506,16.99%,17500,60000,28.76,0,37,15,74,0,73555
119595,13.59%,2500,35000,10.46,1,21,14,90,0,6678
51565,9.93%,40000,150000,11.54,0,24,13,100,0,111285
22346,6.99%,20800,85000,18.52,0,27,10,100,0,42410
74967,16.02%,35000,110000,12.61,0,48,14,95,1,35071
76269,9.44%,5000,45000,18.59,0,10,3,100,0,20976
240630,6.67%,10000,48000,11.05,0,28,6,96,0,13142
143842,12.62%,18000,130000,13.88,2,34,21,88,0,62136
179618,9.44%,10000,55000,4.78,1,15,6,100,0,9584
162572,11.99%,3500,110000,4.11,2,25,12,87,0,16655
182179,16.02%,10000,58000,17.38,0,20,9,95,0,38846
157485,7.35%,40000,140000,5.95,0,43,10,100,0,32363
221459,17.47%,6000,38586,10.73,2,21,10,52,0,13751
158091,24.85%,15000,50000,15.31,0,16,6,93,1,15966
182175,10.42%,12500,58025,17.06,0,18,10,81,0,20876
43364,13.49%,28000,38500,29.05,0,14,11,100,0,37565
255778,6.46%,15000,34000,30.11,0,59,23,100,1,33479
172855,7.21%,10300,40000,23.58,0,22,11,100,0,15893
237708,10.90%,4800,30000,19.72,0,23,16,100,1,9756
35357,5.32%,7500,80000,17.15,0,11,9,100,0,30369
81375,18.99%,1200,70000,13.29,0,27,12,96,0,56642
6888,15.99%,22000,102000,10.18,0,15,10,100,0,40879
194064,9.43%,30000,95000,14.24,0,41,16,100,0,32813
118788,19.03%,1000,20000,16.21,0,3,3,100,0,10779
109943,7.07%,5600,45000,15.65,0,17,8,100,0,20285
60492,13.59%,6500,35000,5.14,0,14,4,100,1,4795
260847,8.46%,5000,20400,21.0,0,13,8,100,0,17597
237966,25.81%,15350,44000,42.17,0,15,7,93,1,31318
16343,15.99%,20000,225000,5.75,0,28,15,100,0,33337
16641,11.44%,5000,62000,15.78,0,22,7,100,0,23522
159010,9.93%,8000,75000,15.2,0,33,6,100,0,72894
164640,9.93%,35000,200000,4.49,0,34,7,96,0,6705
252039,13.56%,20400,96000,10.77,0,25,12,95,0,24088
131949,14.08%,40000,200000,26.59,0,20,9,100,0,156407
166351,11.99%,7000,60000,13.68,0,46,20,82,0,36801
127830,21.45%,8000,67000,12.14,3,19,12,82,0,13974
186936,16.02%,12000,60378,34.51,0,38,13,100,1,58954
31536,25.49%,12000,54000,12.13,0,10,6,100,0,33618
177261,10.42%,15000,110000,12.8,0,35,14,100,0,56662
19838,14.99%,24000,80000,14.12,0,9,9,100,0,29086
165318,6.72%,11000,74658,16.51,0,27,12,100,0,24687
97209,14.99%,10000,61000,19.89,1,46,21,95,0,31635
19725,19.99%,14000,50000,21.79,0,18,9,94,0,53970
165906,10.91%,3375,61000,19.62,1,23,14,65,0,97013
262678,16.14%,10000,58000,10.55,0,27,9,100,0,12772
14920,16.99%,30000,85000,28.01,5,29,18,79,1,74591
156023,12.62%,24000,30528,14.78,0,33,16,100,0,16447
170238,19.03%,30000,125000,8.84,2,18,6,38,0,21739
128876,13.59%,15000,61000,25.28,0,22,12,95,0,52055
145343,15.05%,27000,80000,23.8,0,36,14,97,0,36518
233144,7.96%,7500,78000,9.94,0,12,8,100,0,17566
1790,8.24%,8400,55000,11.63,0,20,6,90,0,9251
85344,24.74%,7675,25000,26.55,0,28,16,92,0,74380
38945,8.24%,10000,88000,20.82,0,24,11,91,0,50239
69311,13.59%,6000,36000,10.74,1,17,10,88,0,9564
68313,7.07%,12000,335246,6.15,0,35,21,100,0,79791
95152,5.32%,15000,149555,12.83,0,18,6,100,0,43057
23010,11.49%,12000,60000,27.1,0,23,10,95,0,32432
253549,13.56%,13000,60000,23.22,0,24,16,100,0,155726
237869,6.07%,12000,39000,0.22,0,6,5,100,0,7
123952,14.08%,22000,62000,21.62,0,29,7,96,0,47622
252818,10.08%,5000,42000,35.24,0,36,10,80,1,57480
237139,12.61%,20250,50000,11.14,0,23,8,100,0,20940
240384,10.08%,7500,82000,6.97,1,28,16,96,0,6988
249362,11.55%,12000,19000,39.42,0,43,16,100,0,81757
7259,5.32%,10000,70000,14.8,0,40,13,100,0,39666
63348,26.30%,14000,95000,15.84,0,34,11,100,0,57722
173434,20.00%,7775,21600,37.44,1,30,7,80,0,39568
94753,14.99%,19200,70000,17.86,0,22,8,95,0,30367
178529,9.93%,1600,10000,7.8,0,9,4,100,0,1001
159482,6.72%,7500,93000,14.32,0,29,9,86,0,68323
76653,7.97%,14000,52000,21.12,1,69,17,98,0,58594
5988,14.99%,16000,70000,31.69,0,25,14,95,0,71407
119265,12.62%,19200,70000,17.47,0,68,41,98,0,114151
87990,13.99%,8000,56000,33.69,0,13,8,100,1,46874
13312,18.99%,4000,42000,16.16,1,19,8,77,0,17443
148541,14.08%,28000,65000,34.56,0,20,11,90,0,38921
139371,7.07%,1800,54600,21.01,0,23,6,100,0,23231
50779,24.74%,12000,63000,19.66,0,19,10,100,1,26903
121751,11.99%,2000,118000,29.96,0,23,18,100,1,137219
220487,16.46%,10000,50000,23.5,0,26,9,96,0,48847
140414,9.44%,9000,35000,8.92,0,15,7,92,0,10125
47341,11.49%,6000,47800,5.12,2,10,4,80,0,7372
163791,9.44%,7000,58000,8.55,0,14,7,100,0,20961
198217,16.01%,3850,3700,12.99,0,6,4,100,0,1043
97555,6.99%,25000,100000,18.02,0,26,13,100,0,41732
1232,11.44%,15000,110000,20.58,0,32,10,100,0,70270
262794,13.56%,17000,39208,47.72,0,19,16,100,0,57545
249481,11.55%,5000,50000,27.44,0,30,8,100,0,59328
251655,17.97%,4700,36000,28.93,0,11,9,100,1,29363
173661,10.91%,15000,45980,11.77,0,18,9,94,0,13847
65492,18.06%,8000,60000,27.96,0,38,12,100,1,71072
169341,22.91%,29900,65000,14.24,2,15,5,60,0,27152
243355,14.47%,29300,122000,21.85,0,16,12,100,0,100979
10658,8.24%,20000,60000,16.46,0,13,6,84,0,26088
213119,9.93%,5000,39000,31.11,0,14,10,85,0,32540
65605,19.03%,20500,105000,32.5,0,17,10,100,0,70016
156698,6.72%,40000,185000,7.76,0,25,10,100,0,41817
56931,11.99%,9600,72000,17.95,0,21,17,100,0,40598
74639,14.08%,9825,60000,23.32,0,39,18,97,0,43309
70639,9.44%,18000,90000,21.48,0,36,12,83,0,85844
254939,16.91%,3600,142000,28.62,0,21,10,100,0,188990
195825,22.90%,14000,36000,9.13,0,5,4,100,0,9333
1899,7.24%,24000,190000,15.53,1,20,8,95,0,168215
86507,10.49%,20000,64000,25.13,0,26,13,100,0,43144
8031,11.49%,10000,65000,27.12,0,33,18,100,0,57618
236477,28.72%,35000,135000,19.14,3,19,12,84,0,102721
124448,14.08%,5000,42000,9.31,0,4,3,100,0,11417
16150,12.74%,30000,137000,15.29,0,20,12,100,0,75776
239075,7.96%,9000,60000,10.62,0,39,10,89,0,41530
39491,11.44%,26000,65000,17.43,0,9,7,100,0,41739
108669,10.91%,17475,60000,24.96,0,19,12,94,0,42043
34662,11.39%,12000,60000,27.04,4,20,12,80,0,20983
83909,17.99%,10000,46200,28.91,0,39,10,82,0,32049
123396,15.05%,23000,187500,7.82,0,26,7,100,1,55670
163818,11.99%,16800,34000,14.47,0,24,9,82,0,14023
124984,12.62%,35000,72000,12.93,0,22,14,100,1,24690
247797,14.47%,11000,30000,18.12,0,13,6,100,0,21682
166303,11.99%,5000,12000,3.3,0,5,4,60,0,824
234063,19.42%,25000,28800,24.42,0,11,9,100,0,15054
243285,30.17%,18725,94198,35.81,0,49,23,100,0,105762
143196,9.93%,13500,67000,30.97,0,21,8,100,0,67069
249133,8.46%,5000,71464,20.58,0,11,7,90,0,24714
38229,7.49%,8400,40000,31.14,0,32,11,100,0,29352
149612,6.72%,1400,58000,15.85,0,23,11,95,0,31723
262600,7.21%,7000,65000,10.88,0,10,5,100,0,25894
200827,9.44%,10000,118000,15.15,0,13,9,100,0,49613
205278,11.99%,4000,50005,8.83,1,6,5,83,0,18527
18039,7.99%,10000,85000,13.5,0,30,6,100,0,24318
255444,14.47%,12000,140000,20.62,0,25,12,100,0,102558
246436,7.84%,20000,21600,10.72,0,8,6,100,0,7483
110878,15.05%,9600,75000,28.42,0,32,22,87,0,34481
137511,9.93%,12000,75000,20.6,0,39,20,100,0,47630
39104,12.74%,17775,101000,3.94,0,24,9,87,0,86785
30472,11.49%,5000,85000,6.4,0,21,6,85,0,25248
157796,18.06%,12000,90000,16.6,0,23,13,100,0,108467
79468,12.74%,12000,120000,18.52,1,17,12,94,1,62461
209385,11.99%,10000,42000,24.17,0,17,11,100,0,33325
82175,10.49%,5000,55000,6.52,0,13,9,92,0,23760
242181,10.47%,5000,85000,4.42,1,34,9,65,0,1987
221098,21.85%,20000,38000,43.49,0,29,11,100,0,62699
199468,25.82%,40000,50000,16.11,0,14,6,69,0,36221
99898,12.62%,6500,100000,24.74,0,52,16,100,0,77969
156567,14.08%,30000,76116,22.97,1,17,8,94,0,65656
5196,5.32%,12000,71000,16.11,0,36,15,100,0,44174
82678,11.44%,2200,40000,11.28,0,19,9,94,0,15360
76735,11.99%,5600,50000,3.89,1,10,8,90,0,3897
218025,25.81%,1000,35000,4.83,2,9,7,77,0,7251
114814,25.82%,14450,60000,16.62,0,28,24,100,0,86193
140500,7.97%,10000,67000,17.88,2,22,18,52,0,111916
160282,24.85%,30000,217818,14.75,0,16,10,100,0,191822
48266,11.39%,28000,210000,16.17,0,22,9,100,0,127766
155040,9.93%,20000,72000,11.0,0,27,13,100,1,19825
210825,6.08%,2000,120000,13.91,0,28,17,100,0,53935
15546,13.49%,6000,150000,5.06,0,20,10,94,0,36530
15891,11.44%,24000,87000,17.41,1,21,5,90,0,38018
5533,15.99%,7500,39000,16.62,0,30,21,90,0,10316
198670,6.07%,22000,90000,15.33,0,17,7,94,0,17823
204740,6.08%,5000,46000,3.44,0,7,3,100,0,5765
245263,11.55%,10000,130000,34.96,0,39,12,100,0,124929
169874,11.99%,1000,24300,11.65,0,4,3,100,0,259
259786,15.02%,4000,36960,16.43,0,7,5,85,0,22822
221448,16.46%,6000,68600,30.72,0,40,21,100,0,81841
158656,15.05%,3600,12288,21.78,0,10,4,100,1,5432
212656,9.44%,24000,120000,27.05,0,27,9,100,0,230694
231573,7.34%,3000,120000,10.09,0,10,5,100,0,39935
101103,7.07%,14000,82000,19.14,0,20,13,100,1,96737
48976,12.74%,7000,58000,18.81,0,20,11,90,0,22942
209954,25.82%,30000,120000,14.95,0,29,16,100,0,76321
237072,14.07%,11000,58000,2.94,0,10,8,100,0,5437
15560,16.99%,15400,33490,15.7,0,33,16,100,0,17220
103616,11.99%,17500,80000,19.2,0,11,4,100,0,56612
159235,16.02%,8000,120000,8.52,0,23,6,95,0,31128
107462,7.21%,8000,95000,15.02,1,41,9,95,0,60816
123315,9.44%,10000,99000,10.27,0,20,11,100,0,17489
9983,10.49%,2800,30000,6.12,0,25,7,94,1,3299
77172,8.24%,3000,116000,9.33,0,33,13,97,0,39154
73026,7.35%,5000,105000,17.76,1,38,21,89,0,38344
164345,10.42%,10000,66000,34.49,0,28,15,96,0,70868
52454,9.44%,10000,63000,8.59,0,6,3,100,0,5842
210927,12.62%,6000,40000,12.18,5,29,7,62,0,49428
23815,13.99%,16000,45219,11.17,0,6,4,100,0,9785
187470,9.44%,8000,47000,6.59,0,20,9,100,0,21350
108373,7.21%,15000,60800,11.78,0,15,4,100,0,26450
189676,16.01%,30000,96000,5.95,0,18,7,94,0,16342
223110,10.56%,8000,62000,18.98,0,31,19,93,0,18931
233179,16.01%,13900,70000,19.89,0,9,7,100,0,63697
241245,10.08%,25000,80000,15.38,0,21,14,100,0,32311
214639,17.09%,25000,80000,15.5,0,19,13,89,0,45858
85736,12.74%,3000,62000,9.1,0,7,5,100,0,11026
125450,9.93%,8000,39000,20.18,1,17,7,94,0,23208
253990,11.55%,5000,43000,28.3,0,19,15,100,0,31798
80267,25.49%,18275,112000,17.14,1,21,13,90,0,43986
1276,11.39%,12000,60000,30.44,0,26,12,92,1,60160
141501,15.05%,1000,13000,3.88,0,9,2,100,0,658
47870,7.99%,21000,52000,13.64,0,13,9,92,0,21558
2777,13.49%,6000,50400,5.86,0,9,7,100,0,7957
199689,6.08%,15000,65000,22.7,0,38,13,100,0,42086
30484,15.99%,15000,75000,22.54,1,22,9,87,0,34347
167136,10.91%,35000,140000,15.95,2,33,12,94,0,69119
133953,15.05%,14400,36000,10.53,0,13,8,100,0,16726
94995,28.69%,9200,47000,23.58,0,22,9,100,1,47078
138583,13.59%,8000,120000,9.96,0,10,10,100,0,42038
125622,12.62%,8700,44000,2.78,0,7,4,85,0,2755
12295,12.74%,4700,100000,4.54,1,11,8,90,0,10590
4288,16.99%,16500,114000,9.19,1,35,14,97,0,25334
169765,10.42%,7000,63000,16.67,0,15,9,100,0,34400
3220,14.99%,9000,40000,11.58,0,28,15,96,0,22718
133944,21.45%,15000,72000,21.15,0,21,8,95,0,50610
256364,19.92%,35000,220000,12.7,0,32,16,100,1,102368
10103,23.99%,15000,115000,32.16,0,41,29,97,1,86863
169716,7.97%,35000,120000,23.35,0,14,8,100,0,54148
71459,11.99%,5000,50000,26.24,0,20,6,85,0,35381
